genreA,genreB,genreC,movie
costume drama,drama,fantasy,Pirates of the Caribbean: Dead Man's Chest (2006)
drama,fantasy,mystery,"Devil's Advocate, The (1997)"
drama,fantasy,mystery,Motorama (1991)
drama,fantasy,mystery,Unbreakable (2000)
drama,fantasy,mystery,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
drama,fantasy,mystery,Rasen (1998)
drama,fantasy,mystery,"Others, The (2001)"
drama,fantasy,mystery,Neverwas (2005)
drama,fantasy,mystery,Dead Man (1995)
drama,fantasy,mystery,Mio in the Land of Faraway (Mio min Mio) (1987)
drama,fantasy,mystery,Digging Up the Marrow (2014)
drama,fantasy,mystery,Rhino Season (Fasle kargadan) (2012) 
drama,fantasy,mystery,Thale (2012)
drama,fantasy,mystery,Black Moon (1975)
drama,fantasy,mystery,Son of Batman (2014)
drama,fantasy,mystery,"Curious Case of Benjamin Button, The (2008)"
drama,fantasy,mystery,"Secret of Roan Inish, The (1994)"
drama,fantasy,mystery,Photographing Fairies (1997)
drama,fantasy,mystery,Allegro (2005)
drama,fantasy,mystery,Let Me In (2010)
drama,fantasy,mystery,"Thirteenth Floor, The (1999)"
drama,fantasy,mystery,Lost Highway (1997)
drama,fantasy,mystery,Cronos (1993)
drama,fantasy,mystery,Horns (2014)
drama,fantasy,mystery,Rouge (Yin ji kau) (1988)
drama,fantasy,mystery,Hearts in Atlantis (2001)
drama,fantasy,mystery,The Girl in a Swing (1988)
drama,fantasy,mystery,"Bothersome Man, The (Brysomme mannen, Den) (2006)"
drama,fantasy,mystery,"Day Without a Mexican, A (2004)"
drama,fantasy,mystery,Saint Ange (House of Voices) (2004)
drama,fantasy,mystery,"Night Listener, The (2006)"
drama,fantasy,mystery,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
drama,fantasy,mystery,Insidious (2010)
drama,fantasy,mystery,Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang) (2013)
drama,fantasy,mystery,Face to Face (Ansikte mot ansikte) (1976)
drama,fantasy,mystery,Simon Magus (1999)
drama,fantasy,mystery,PK (2014)
drama,fantasy,mystery,The Island (2006)
drama,fantasy,mystery,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
drama,fantasy,mystery,"Langoliers, The (1995)"
drama,fantasy,mystery,"Nines, The (2007)"
drama,fantasy,mystery,The Stone Council (2006)
drama,fantasy,mystery,"Man Who Haunted Himself, The (1970)"
drama,fantasy,mystery,"Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru) (2003)"
drama,fantasy,mystery,"Invisible, The (2007)"
drama,fantasy,mystery,"Illusionist, The (2006)"
drama,fantasy,mystery,"Evil Dead, The (1981)"
drama,fantasy,mystery,"Blue Light, The (Blaue Licht, Das) (1932)"
drama,fantasy,mystery,"Imaginarium of Doctor Parnassus, The (2009)"
drama,fantasy,mystery,Harry Potter and the Deathly Hallows: Part 2 (2011)
drama,fantasy,mystery,Gemini (Sôseiji) (1999)
drama,fantasy,mystery,Holy Motors (2012)
drama,fantasy,mystery,Dark Water (Honogurai mizu no soko kara) (2002)
drama,fantasy,mystery,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)"
drama,fantasy,mystery,"Beast, The (La bête) (1975)"
drama,fantasy,mystery,Donnie Darko (2001)
drama,fantasy,mystery,"Magus, The (1968)"
drama,fantasy,mystery,"Rapture, The (1991)"
drama,fantasy,mystery,Fanny and Alexander (Fanny och Alexander) (1982)
drama,fantasy,mystery,Pulse (2006)
drama,fantasy,mystery,Interstate 60 (2002)
drama,fantasy,mystery,Dark Forces (Harlequin) (1980)
drama,fantasy,mystery,Cloud Atlas (2012)
drama,fantasy,mystery,Celine and Julie Go Boating (Celine et Julie vont en bateau) (1974)
drama,fantasy,mystery,Dream (Bi-mong) (2008)
drama,fantasy,mystery,Innocence (2004)
drama,fantasy,mystery,"Mothman Prophecies, The (2002)"
drama,fantasy,mystery,Antichrist (2009)
drama,fantasy,mystery,It (1990)
drama,fantasy,mystery,Odd Thomas (2013)
drama,fantasy,mystery,Lady in the Water (2006)
drama,fantasy,mystery,Premonition (2007)
drama,fantasy,mystery,Skellig (2009)
drama,fantasy,mystery,"Mortal Instruments: City of Bones, The (2013)"
drama,fantasy,mystery,"Last Wave, The (1977)"
drama,fantasy,mystery,Red Riding Hood (2011)
drama,fantasy,mystery,K-PAX (2001)
drama,fantasy,mystery,"Spirit of the Beehive, The (Espíritu de la colmena, El) (1973)"
drama,fantasy,mystery,Something Wicked This Way Comes (1983)
drama,fantasy,mystery,"Inner Life of Martin Frost, The (2007)"
drama,fantasy,mystery,Naked Lunch (1991)
drama,fantasy,mystery,Russian Ark (Russkiy Kovcheg) (2002)
drama,fantasy,mystery,Pandora and the Flying Dutchman (1951)
drama,fantasy,mystery,Batman: Assault on Arkham (2014)
drama,fantasy,mystery,Rhinoceros (1974)
drama,fantasy,mystery,Heartless (2009)
drama,fantasy,mystery,Van Helsing (2004)
drama,fantasy,mystery,Playing from the Plate (Grajacy z talerza) (1995)
drama,fantasy,mystery,"Pont du Nord, Le (1981)"
drama,fantasy,mystery,Desperation (2006)
drama,fantasy,mystery,"Prestige, The (2006)"
drama,fantasy,mystery,Winter's Tale (2014)
drama,fantasy,mystery,Portrait of Jennie (1948)
drama,fantasy,mystery,"Zero Theorem, The (2013)"
drama,fantasy,mystery,Brand Upon the Brain! (2006)
drama,fantasy,mystery,Hansel & Gretel (2007)
drama,fantasy,mystery,Practical Magic (1998)
drama,fantasy,mystery,Dragonfly (2002)
drama,fantasy,mystery,Macario (1960)
drama,fantasy,mystery,Fur: An Imaginary Portrait of Diane Arbus (2006)
drama,fantasy,mystery,"Aerial, The (La antena) (2007)"
drama,fantasy,mystery,Julia and Julia (Giulia e Giulia) (1987)
drama,fantasy,mystery,Faust (1994)
drama,fantasy,mystery,Slipstream (2007)
drama,fantasy,mystery,"Temptation of St. Tony, The (Püha Tõnu kiusamine) (2009)"
drama,fantasy,mystery,Colourful (Karafuru) (2010)
drama,fantasy,mystery,"Red Shoes, The (Bunhongsin) (2005)"
drama,fantasy,mystery,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
drama,fantasy,mystery,Between Two Worlds (1944)
drama,fantasy,sci-fi,Motorama (1991)
drama,fantasy,sci-fi,Unbreakable (2000)
drama,fantasy,sci-fi,Click (2006)
drama,fantasy,sci-fi,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
drama,fantasy,sci-fi,Cargo (2013)
drama,fantasy,sci-fi,Conceiving Ada (1997)
drama,fantasy,sci-fi,Atlantis: The Lost Empire (2001)
drama,fantasy,sci-fi,Hancock (2008)
drama,fantasy,sci-fi,Phantom of the Paradise (1974)
drama,fantasy,sci-fi,Metropolis (1927)
drama,fantasy,sci-fi,"Stepford Wives, The (2004)"
drama,fantasy,sci-fi,"Host, The (2013)"
drama,fantasy,sci-fi,Black Moon (1975)
drama,fantasy,sci-fi,In Your Eyes (2014)
drama,fantasy,sci-fi,Son of Batman (2014)
drama,fantasy,sci-fi,Somewhere in Time (1980)
drama,fantasy,sci-fi,"Three Musketeers, The (2011)"
drama,fantasy,sci-fi,Edward Scissorhands (1990)
drama,fantasy,sci-fi,Casshern (2004)
drama,fantasy,sci-fi,"Fountain, The (2006)"
drama,fantasy,sci-fi,Allegro (2005)
drama,fantasy,sci-fi,Peggy Sue Got Married (1986)
drama,fantasy,sci-fi,King Kong (1976)
drama,fantasy,sci-fi,Planet of Dinosaurs (1977)
drama,fantasy,sci-fi,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto) (1966)
drama,fantasy,sci-fi,About Time (2013)
drama,fantasy,sci-fi,Aelita: The Queen of Mars (Aelita) (1924)
drama,fantasy,sci-fi,The Butterfly Effect 3: Revelations (2009)
drama,fantasy,sci-fi,"Thirteenth Floor, The (1999)"
drama,fantasy,sci-fi,Prince of Persia: The Sands of Time (2010)
drama,fantasy,sci-fi,"Werewolf Boy, A (Neuk-dae-so-nyeon) (2012)"
drama,fantasy,sci-fi,"Time Traveler's Wife, The (2009)"
drama,fantasy,sci-fi,Destroy All Monsters (Kaijû sôshingeki) (1968)
drama,fantasy,sci-fi,Twilight Zone: The Movie (1983)
drama,fantasy,sci-fi,Lost in Austen (2008)
drama,fantasy,sci-fi,"Lake House, The (2006)"
drama,fantasy,sci-fi,The Butterfly Effect (2004)
drama,fantasy,sci-fi,2046 (2004)
drama,fantasy,sci-fi,Chronicle (2012)
drama,fantasy,sci-fi,King Kong Lives (1986)
drama,fantasy,sci-fi,20 Million Miles to Earth (1957)
drama,fantasy,sci-fi,It's Such a Beautiful Day (2012)
drama,fantasy,sci-fi,Left Behind (2014)
drama,fantasy,sci-fi,Left Behind: The Movie (2000)
drama,fantasy,sci-fi,This Is the End (2013)
drama,fantasy,sci-fi,"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen) (1964)"
drama,fantasy,sci-fi,Beowulf (1999)
drama,fantasy,sci-fi,"Hands of Orlac, The (Orlacs Hände) (1924)"
drama,fantasy,sci-fi,Eva (2011)
drama,fantasy,sci-fi,Robot Carnival (Roboto kânibauru) (1987)
drama,fantasy,sci-fi,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
drama,fantasy,sci-fi,Special (2006)
drama,fantasy,sci-fi,The Clowns (1970)
drama,fantasy,sci-fi,Noah (2014)
drama,fantasy,sci-fi,Dune (2000)
drama,fantasy,sci-fi,Forever Young (1992)
drama,fantasy,sci-fi,If Only (2004)
drama,fantasy,sci-fi,Elle: A Modern Cinderella Tale (2011)
drama,fantasy,sci-fi,Q: The Winged Serpent (1982)
drama,fantasy,sci-fi,Chicken Little (2005)
drama,fantasy,sci-fi,Electric Dragon 80.000 V (2001)
drama,fantasy,sci-fi,Touchback (2011)
drama,fantasy,sci-fi,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
drama,fantasy,sci-fi,These Are the Damned (a.k.a. The Damned) (1963)
drama,fantasy,sci-fi,"Langoliers, The (1995)"
drama,fantasy,sci-fi,"Hunger Games, The (2012)"
drama,fantasy,sci-fi,"Nines, The (2007)"
drama,fantasy,sci-fi,Thor (2011)
drama,fantasy,sci-fi,4:44 Last Day on Earth (2011)
drama,fantasy,sci-fi,"Lost Thing, The (2010)"
drama,fantasy,sci-fi,"Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru) (2003)"
drama,fantasy,sci-fi,Bye Bye Monkey (Ciao maschio) (1978)
drama,fantasy,sci-fi,Youth Without Youth (2007)
drama,fantasy,sci-fi,Frequency (2000)
drama,fantasy,sci-fi,20 Years After (2008)
drama,fantasy,sci-fi,Holy Motors (2012)
drama,fantasy,sci-fi,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)"
drama,fantasy,sci-fi,"Philosophers, The (After The Dark) (2013)"
drama,fantasy,sci-fi,Mega Piranha (2010)
drama,fantasy,sci-fi,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
drama,fantasy,sci-fi,Donnie Darko (2001)
drama,fantasy,sci-fi,Pulse (2006)
drama,fantasy,sci-fi,She (1965)
drama,fantasy,sci-fi,"Piano Tuner of Earthquakes, The (2005)"
drama,fantasy,sci-fi,Millions (2004)
drama,fantasy,sci-fi,Altered States (1980)
drama,fantasy,sci-fi,Interstate 60 (2002)
drama,fantasy,sci-fi,Cinderella (2015)
drama,fantasy,sci-fi,Phenomenon (1996)
drama,fantasy,sci-fi,Darkman (1990)
drama,fantasy,sci-fi,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
drama,fantasy,sci-fi,Patema Inverted (2013)
drama,fantasy,sci-fi,Simone (S1m0ne) (2002)
drama,fantasy,sci-fi,Cloud Atlas (2012)
drama,fantasy,sci-fi,"Seeker: The Dark Is Rising, The (2007)"
drama,fantasy,sci-fi,"Kid, The (2000)"
drama,fantasy,sci-fi,Tai Chi Hero (2012)
drama,fantasy,sci-fi,Mighty Joe Young (1949)
drama,fantasy,sci-fi,Lost Horizon (1937)
drama,fantasy,sci-fi,Franklyn (2008)
drama,fantasy,sci-fi,Akira Kurosawa's Dreams (Dreams) (1990)
drama,fantasy,sci-fi,Avalon (2001)
drama,fantasy,sci-fi,Born in Flames (1983)
drama,fantasy,sci-fi,Gulliver's Travels (1939)
drama,fantasy,sci-fi,"Wall, The (Die Wand) (2012)"
drama,fantasy,sci-fi,Premonition (2007)
drama,fantasy,sci-fi,Escaflowne: The Movie (Escaflowne) (2000)
drama,fantasy,sci-fi,"Mortal Instruments: City of Bones, The (2013)"
drama,fantasy,sci-fi,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
drama,fantasy,sci-fi,Delicatessen (1991)
drama,fantasy,sci-fi,It Happened Here (1966)
drama,fantasy,sci-fi,"Last Wave, The (1977)"
drama,fantasy,sci-fi,K-PAX (2001)
drama,fantasy,sci-fi,The Frame (2014)
drama,fantasy,sci-fi,Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira) (1993)
drama,fantasy,sci-fi,TiMER (2009)
drama,fantasy,sci-fi,Steamboy (Suchîmubôi) (2004)
drama,fantasy,sci-fi,Naked Lunch (1991)
drama,fantasy,sci-fi,We Are from the Future (My iz budushchego) (2008)
drama,fantasy,sci-fi,"Prestige, The (2006)"
drama,fantasy,sci-fi,"Stand, The (1994)"
drama,fantasy,sci-fi,Dorian Gray (2009)
drama,fantasy,sci-fi,Werewolf of London (1935)
drama,fantasy,sci-fi,Immortel (ad vitam) (Immortal) (2004)
drama,fantasy,sci-fi,Cocoon (1985)
drama,fantasy,sci-fi,Ruby Red (2013)
drama,fantasy,sci-fi,"Zero Theorem, The (2013)"
drama,fantasy,sci-fi,Dragonfly (2002)
drama,fantasy,sci-fi,"10,000 BC (2008)"
drama,fantasy,sci-fi,Powder (1995)
drama,fantasy,sci-fi,"Aerial, The (La antena) (2007)"
drama,fantasy,sci-fi,"Matter of Life and Death, A (Stairway to Heaven) (1946)"
drama,fantasy,sci-fi,"Iron Giant, The (1999)"
drama,fantasy,sci-fi,Koi... Mil Gaya (2003)
drama,fantasy,sci-fi,Slipstream (2007)
drama,fantasy,sci-fi,"Tree of Life, The (2011)"
drama,fantasy,sci-fi,Mr. Nobody (2009)
drama,fantasy,sci-fi,From Time to Time (2009)
drama,fantasy,political,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
drama,fantasy,political,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
drama,fantasy,political,"Bothersome Man, The (Brysomme mannen, Den) (2006)"
drama,fantasy,political,Pulse (2006)
drama,fantasy,political,Princess Mononoke (Mononoke-hime) (1997)
drama,fantasy,political,Metropolis (1927)
drama,fantasy,political,"Host, The (2013)"
drama,fantasy,political,Patema Inverted (2013)
drama,fantasy,political,Cloud Atlas (2012)
drama,fantasy,political,Casshern (2004)
drama,fantasy,political,Pleasantville (1998)
drama,fantasy,political,Immortel (ad vitam) (Immortal) (2004)
drama,fantasy,political,Franklyn (2008)
drama,fantasy,political,"Thirteenth Floor, The (1999)"
drama,fantasy,political,Avalon (2001)
drama,fantasy,political,"Zero Theorem, The (2013)"
drama,fantasy,political,Born in Flames (1983)
drama,fantasy,political,"Hunger Games, The (2012)"
drama,fantasy,political,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
drama,fantasy,political,Delicatessen (1991)
drama,fantasy,political,Bye Bye Monkey (Ciao maschio) (1978)
drama,fantasy,political,It Happened Here (1966)
drama,fantasy,political,20 Years After (2008)
drama,fantasy,political,Bunraku (2010)
drama,dystopia,fantasy,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
drama,dystopia,fantasy,"Bothersome Man, The (Brysomme mannen, Den) (2006)"
drama,dystopia,fantasy,Pulse (2006)
drama,dystopia,fantasy,Metropolis (1927)
drama,dystopia,fantasy,"Host, The (2013)"
drama,dystopia,fantasy,Patema Inverted (2013)
drama,dystopia,fantasy,Cloud Atlas (2012)
drama,dystopia,fantasy,Casshern (2004)
drama,dystopia,fantasy,Pleasantville (1998)
drama,dystopia,fantasy,Immortel (ad vitam) (Immortal) (2004)
drama,dystopia,fantasy,Franklyn (2008)
drama,dystopia,fantasy,"Thirteenth Floor, The (1999)"
drama,dystopia,fantasy,Avalon (2001)
drama,dystopia,fantasy,"Zero Theorem, The (2013)"
drama,dystopia,fantasy,Born in Flames (1983)
drama,dystopia,fantasy,"Hunger Games, The (2012)"
drama,dystopia,fantasy,Delicatessen (1991)
drama,dystopia,fantasy,Bye Bye Monkey (Ciao maschio) (1978)
drama,dystopia,fantasy,It Happened Here (1966)
drama,dystopia,fantasy,20 Years After (2008)
drama,dystopia,fantasy,Bunraku (2010)
drama,fantasy,imax,Pirates of the Caribbean: On Stranger Tides (2011)
drama,fantasy,imax,Noah (2014)
drama,fantasy,imax,Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang) (2013)
drama,fantasy,imax,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
drama,fantasy,imax,Cloud Atlas (2012)
drama,fantasy,imax,Tai Chi Hero (2012)
drama,fantasy,imax,Beauty and the Beast (1991)
drama,fantasy,imax,Maleficent (2014)
drama,fantasy,imax,Cloudy with a Chance of Meatballs (2009)
drama,fantasy,imax,"Spiderwick Chronicles, The (2008)"
drama,fantasy,imax,"Twilight Saga: Eclipse, The (2010)"
drama,fantasy,imax,Prince of Persia: The Sands of Time (2010)
drama,fantasy,imax,300: Rise of an Empire (2014)
drama,fantasy,imax,Thor (2011)
drama,fantasy,imax,Harry Potter and the Order of the Phoenix (2007)
drama,fantasy,imax,Where the Wild Things Are (2009)
drama,fantasy,imax,"Mortal Instruments: City of Bones, The (2013)"
drama,fantasy,imax,Life of Pi (2012)
drama,fantasy,imax,Beowulf (2007)
drama,fantasy,imax,Harry Potter and the Deathly Hallows: Part 2 (2011)
drama,fantasy,imax,"Christmas Carol, A (2009)"
drama,fantasy,musical,Tommy (1975)
drama,fantasy,musical,Across the Universe (2007)
drama,fantasy,musical,Sweeney Todd: The Demon Barber of Fleet Street (2007)
drama,fantasy,musical,Snow White and the Seven Dwarfs (1937)
drama,fantasy,musical,"Muppet Christmas Carol, The (1992)"
drama,fantasy,musical,"Trumpet of the Swan, The (2001)"
drama,fantasy,musical,Rusalochka (The Little Mermaid) (1976)
drama,fantasy,musical,"Pied Piper, The (Pied Piper of Hamelin, The) (1972)"
drama,fantasy,musical,"Life is a Bed of Roses (Vie est un roman, La) (1983)"
drama,fantasy,musical,All Dogs Go to Heaven (1989)
drama,fantasy,musical,Phantom of the Paradise (1974)
drama,fantasy,musical,"Saddest Music in the World, The (2003)"
drama,fantasy,musical,Paheli (2005)
drama,fantasy,musical,Were the World Mine (2008)
drama,fantasy,musical,Little Nemo: Adventures in Slumberland (1992)
drama,fantasy,musical,Pocahontas (1995)
drama,fantasy,musical,Black Orpheus (Orfeu Negro) (1959)
drama,fantasy,musical,Song of the South (1946)
drama,fantasy,musical,Prancer (1989)
drama,fantasy,musical,Donkey Skin (Peau d'âne) (1970)
drama,fantasy,musical,Elle: A Modern Cinderella Tale (2011)
drama,fantasy,musical,On a Clear Day You Can See Forever (1970)
drama,fantasy,musical,Beauty and the Beast (1991)
drama,fantasy,musical,PK (2014)
drama,fantasy,musical,Anastasia (1997)
drama,fantasy,musical,Tropico (2013)
drama,fantasy,musical,Chicken Little (2005)
drama,fantasy,musical,Rigoletto (1993)
drama,fantasy,musical,Dumbo (1941)
drama,fantasy,musical,Bambi (1942)
drama,fantasy,musical,"Hunchback of Notre Dame, The (1996)"
drama,fantasy,musical,Lost Horizon (1973)
drama,fantasy,musical,"Wonderful World of the Brothers Grimm, The (1962)"
drama,fantasy,musical,Man of La Mancha (1972)
drama,fantasy,musical,"Preacher's Wife, The (1996)"
drama,fantasy,musical,Secret (2007)
drama,fantasy,musical,"Good Night, The (2007)"
drama,fantasy,musical,To Die Like a Man (Morrer Como Um Homem) (2009)
drama,fantasy,musical,O Lucky Man! (1973)
drama,fantasy,musical,"Death of Maria Malibran, The (Der Tod der Maria Malibran) (1972)"
drama,fantasy,musical,Gulliver's Travels (1939)
drama,fantasy,musical,Life On A String (Bian chang Bian Zou) (1991)
drama,fantasy,musical,Scrooge (1970)
drama,fantasy,musical,All That Jazz (1979)
drama,fantasy,musical,Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur) (2013)
drama,fantasy,musical,"Christmas Carol: The Musical, A (Christmas Carol, A) (2004)"
drama,fantasy,musical,"Rescuers, The (1977)"
drama,fantasy,musical,"Story of Three Loves, The (1953)"
drama,fantasy,musical,Mister Magoo's Christmas Carol (1962)
drama,fantasy,musical,Koi... Mil Gaya (2003)
drama,fantasy,musical,"Dance of Reality, The (Danza de la realidad, La) (2013)"
drama,fantasy,musical,Mulan (1998)
drama,fantasy,musical,Bedknobs and Broomsticks (1971)
drama,fantasy,musical,101 Dalmatians (One Hundred and One Dalmatians) (1961)
drama,fantasy,musical,"Tales of Hoffmann, The (1951)"
drama,fantasy,musical,Camelot (1967)
drama,fantasy,musical,"Red Shoes, The (1948)"
drama,fantasy,musical,Willy Wonka & the Chocolate Factory (1971)
drama,fantasy,musical,Drona (2008)
drama,fantasy,musical,Holy Motors (2012)
drama,fantasy,musical,"Wizard of Oz, The (1939)"
christmas,drama,fantasy,"Christmas Carol, A (1977)"
christmas,drama,fantasy,"Muppet Christmas Carol, The (1992)"
christmas,drama,fantasy,Miracle on 34th Street (1947)
christmas,drama,fantasy,Carol for Another Christmas (1964)
christmas,drama,fantasy,"Christmas Carol, A (1984)"
christmas,drama,fantasy,Miracle on 34th Street (1994)
christmas,drama,fantasy,Millions (2004)
christmas,drama,fantasy,Borrowed Hearts (Borrowed Hearts: A Holiday Romance) (1997)
christmas,drama,fantasy,"Family Man, The (2000)"
christmas,drama,fantasy,"Bishop's Wife, The (1947)"
christmas,drama,fantasy,Prancer (1989)
christmas,drama,fantasy,One Magic Christmas (1985)
christmas,drama,fantasy,Alice (1990)
christmas,drama,fantasy,Christmas Story (Joulutarina) (2007)
christmas,drama,fantasy,"Christmas Carol, A (1938)"
christmas,drama,fantasy,"Seeker: The Dark Is Rising, The (2007)"
christmas,drama,fantasy,Edward Scissorhands (1990)
christmas,drama,fantasy,Beyond Tomorrow (Beyond Christmas) (1940)
christmas,drama,fantasy,"Preacher's Wife, The (1996)"
christmas,drama,fantasy,Scrooge (1970)
christmas,drama,fantasy,"Christmas Carol: The Musical, A (Christmas Carol, A) (2004)"
christmas,drama,fantasy,Last Holiday (2006)
christmas,drama,fantasy,"Christmas Carol, A (1999)"
christmas,drama,fantasy,Niko & the Way to the Stars (a.k.a. The Flight Before Christmas) (Niko - Lentäjän poika) (2008)
christmas,drama,fantasy,Mister Magoo's Christmas Carol (1962)
christmas,drama,fantasy,Jack Frost (1998)
christmas,drama,fantasy,It's a Wonderful Life (1946)
christmas,drama,fantasy,"Christmas Carol, A (Scrooge) (1951)"
christmas,drama,fantasy,"Santa Clause, The (1994)"
christmas,drama,fantasy,"Christmas Carol, A (1997)"
christmas,drama,fantasy,"Christmas Carol, A (2009)"
christmas,drama,fantasy,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)"
drama,fantasy,medieval,Merlin (1998)
drama,fantasy,medieval,Sword of the Valiant (1984)
drama,fantasy,medieval,Valhalla Rising (2009)
drama,fantasy,medieval,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
drama,fantasy,medieval,Dragonheart 2: A New Beginning (2000)
drama,fantasy,medieval,Camelot (1967)
drama,fantasy,medieval,Season of the Witch (2011)
drama,fantasy,medieval,Excalibur (1981)
drama,family,fantasy,Lemony Snicket's A Series of Unfortunate Events (2004)
drama,family,fantasy,Niko & the Way to the Stars (a.k.a. The Flight Before Christmas) (Niko - Lentäjän poika) (2008)
drama,family,fantasy,Cinderella (2015)
drama,family,fantasy,"Wizard of Oz, The (1939)"
drama,family,fantasy,Song of the South (1946)
drama,family,fantasy,"Dust Factory, The (2004)"
drama,family,fantasy,"Land Before Time, The (1988)"
drama,family,fantasy,Once Upon a Time (Der var engang) (1922)
drama,family,fantasy,Brother Bear (2003)
drama,family,fantasy,Willy Wonka & the Chocolate Factory (1971)
drama,family,fantasy,Anastasia (1997)
drama,fantasy,speculative fiction,Noah (2014)
drama,fantasy,speculative fiction,King Kong (1976)
drama,fantasy,speculative fiction,We Are from the Future (My iz budushchego) (2008)
drama,fantasy,speculative fiction,King Kong (1933)
drama,fantasy,speculative fiction,Pulgasari (1985)
drama,fantasy,speculative fiction,Koi... Mil Gaya (2003)
drama,fantasy,speculative fiction,Aelita: The Queen of Mars (Aelita) (1924)
drama,fantasy,speculative fiction,"Field in England, A (2013)"
drama,fantasy,speculative fiction,The Forest (2012)
drama,fantasy,speculative fiction,Chronicle (2012)
drama,fantasy,speculative fiction,Eraserhead (1977)
drama,fantasy,speculative fiction,PK (2014)
drama,fantasy,superhero,Unbreakable (2000)
drama,fantasy,superhero,Son of Batman (2014)
drama,fantasy,superhero,Zoom (2006)
drama,fantasy,superhero,Darkman (1990)
drama,fantasy,superhero,Hancock (2008)
drama,fantasy,superhero,Chronicle (2012)
drama,fantasy,superhero,Special (2006)
drama,fantasy,superhero,Drona (2008)
drama,fantasy,superhero,Constantine (2005)
drama,fantasy,superhero,Thor (2011)
drama,fantasy,superhero,Elektra (2005)
drama,fantasy,time-travel,Peggy Sue Got Married (1986)
drama,fantasy,time-travel,Premonition (2007)
drama,fantasy,time-travel,Somewhere in Time (1980)
drama,fantasy,time-travel,Twilight Zone: The Movie (1983)
drama,fantasy,time-travel,"Lake House, The (2006)"
drama,fantasy,time-travel,About Time (2013)
drama,fantasy,time-travel,If Only (2004)
drama,fantasy,time-travel,Prince of Persia: The Sands of Time (2010)
drama,fantasy,time-travel,"Kid, The (2000)"
drama,fantasy,werewolf,"Beast, The (La bête) (1975)"
drama,fantasy,werewolf,Van Helsing (2004)
drama,fantasy,werewolf,Red Riding Hood (2011)
drama,fantasy,werewolf,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
drama,fantasy,werewolf,"Twilight Saga: Eclipse, The (2010)"
drama,fantasy,werewolf,Big Fish (2003)
drama,fantasy,werewolf,"Curse of the Werewolf, The (1961)"
drama,fantasy,werewolf,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
drama,fantasy,werewolf,"Twilight Saga: New Moon, The (2009)"
drama,fantasy,werewolf,Blood and Chocolate (2007)
drama,fantasy,werewolf,"Wolf Man, The (1941)"
drama,fantasy,kaiju,Destroy All Monsters (Kaijû sôshingeki) (1968)
drama,fantasy,kaiju,"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen) (1964)"
drama,fantasy,kaiju,King Kong (1933)
drama,fantasy,kaiju,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto) (1966)
drama,fantasy,kaiju,Pulgasari (1985)
drama,fantasy,kaiju,D-War (Dragon Wars) (2007)
drama,fantasy,kaiju,Q: The Winged Serpent (1982)
drama,fantasy,kaiju,Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira) (1993)
buddy,comedy drama,fantasy,"Hunchback of Notre Dame, The (1996)"
buddy,comedy drama,fantasy,Toy Story 3 (2010)
buddy,comedy drama,fantasy,"Rescuers, The (1977)"
buddy,comedy drama,fantasy,All Dogs Go to Heaven (1989)
buddy,comedy drama,fantasy,"Princess and the Frog, The (2009)"
buddy,comedy drama,fantasy,Gordy (1995)
animation,comedy drama,fantasy,All Dogs Go to Heaven (1989)
animation,comedy drama,fantasy,Frozen (2013)
