genreA,genreB,movie
drama,fantasy,Akira Kurosawa's Dreams (Dreams) (1990)
drama,fantasy,Snow White and the Huntsman (2012)
drama,fantasy,The Odyssey (1997)
drama,fantasy,Odd Thomas (2013)
drama,fantasy,"Mother of Tears: The Third Mother (Terza madre, La) (2007)"
drama,fantasy,Cry Baby Lane (2000)
drama,fantasy,Satyricon (1969)
drama,fantasy,Dinotopia (2002)
drama,fantasy,Skellig (2009)
drama,fantasy,Escaflowne: The Movie (Escaflowne) (2000)
drama,fantasy,"Last Wave, The (1977)"
drama,fantasy,"Guy Named Joe, A (1943)"
drama,fantasy,"Leslie, My Name is Evil (Manson, My Name is Evil) (2009)"
drama,fantasy,Mulan (1998)
drama,fantasy,Up (2009)
drama,fantasy,"Inner Life of Martin Frost, The (2007)"
drama,fantasy,The Frame (2014)
drama,fantasy,"Christmas Carol, A (2009)"
drama,fantasy,Pan (1995)
drama,fantasy,Perfume: The Story of a Murderer (2006)
drama,fantasy,They Came Back (Les Revenants) (2004)
drama,fantasy,Four Eyed Monsters (2005)
drama,fantasy,First Squad: The Moment of Truth (2009)
drama,fantasy,Michael (1996)
drama,fantasy,Pandora and the Flying Dutchman (1951)
drama,fantasy,Bathory (2008)
drama,fantasy,Rhinoceros (1974)
drama,fantasy,Heartless (2009)
drama,fantasy,"Promise, The (Wu ji) (2005)"
drama,fantasy,Stand by Me Doraemon (2014)
drama,fantasy,Prancer (1989)
drama,fantasy,"Pont du Nord, Le (1981)"
drama,fantasy,Donkey Skin (Peau d'âne) (1970)
drama,fantasy,"Visiteurs du soir, Les (Devil's Envoys, The) (1942)"
drama,fantasy,Desperation (2006)
drama,fantasy,"Prestige, The (2006)"
drama,fantasy,Stranger than Fiction (2006)
drama,fantasy,Begotten (1990)
drama,fantasy,Dorian Gray (2009)
drama,fantasy,Stardust (2007)
drama,fantasy,"Midsummer Night's Dream, A (1968)"
drama,fantasy,Dreamchild (1985)
drama,fantasy,"Hunchback of Notre Dame, The (1996)"
drama,fantasy,Lost Horizon (1973)
drama,fantasy,"Preacher's Wife, The (1996)"
drama,fantasy,Twilight (2008)
drama,fantasy,"Secret Garden, The (1993)"
drama,fantasy,To Die Like a Man (Morrer Como Um Homem) (2009)
drama,fantasy,"Zero Theorem, The (2013)"
drama,fantasy,Like Water for Chocolate (Como agua para chocolate) (1992)
drama,fantasy,Girl Walks Into a Bar (2011)
drama,fantasy,Julia and Julia (Giulia e Giulia) (1987)
drama,fantasy,Faust (1994)
drama,fantasy,"Rescuers, The (1977)"
drama,fantasy,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
drama,fantasy,Being John Malkovich (1999)
drama,fantasy,My Neighbor Totoro (Tonari no Totoro) (1988)
drama,fantasy,"Tree of Life, The (2011)"
drama,fantasy,"Red Shoes, The (Bunhongsin) (2005)"
drama,fantasy,"Christmas Carol, A (1997)"
drama,fantasy,"Projectionist, The (1971)"
drama,fantasy,Mr. North (1988)
drama,fantasy,Snow White and the Seven Dwarfs (1937)
drama,fantasy,Cargo (2013)
drama,fantasy,"Others, The (2001)"
drama,fantasy,Conceiving Ada (1997)
drama,fantasy,Hancock (2008)
drama,fantasy,Dead Man (1995)
drama,fantasy,Left Behind II: Tribulation Force (2002)
drama,fantasy,Ronja Robbersdaughter (Ronja Rövardotter) (1984)
drama,fantasy,Liliom (1934)
drama,fantasy,Rhino Season (Fasle kargadan) (2012) 
drama,fantasy,Kismet (1944)
drama,fantasy,Izo (2004)
drama,fantasy,"Stepford Wives, The (2004)"
drama,fantasy,"Secret Life of Walter Mitty, The (2013)"
drama,fantasy,Medea (1970)
drama,fantasy,Bambi 2 (2006)
drama,fantasy,Arabian Nights (Il fiore delle mille e una notte) (1974)
drama,fantasy,Alice (1990)
drama,fantasy,Casshern (2004)
drama,fantasy,Teen Spirit (2011)
drama,fantasy,Peggy Sue Got Married (1986)
drama,fantasy,Tropical Malady (Sud pralad) (2004)
drama,fantasy,King Kong (1976)
drama,fantasy,Let Me In (2010)
drama,fantasy,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"
drama,fantasy,About Time (2013)
drama,fantasy,What If ... (2010)
drama,fantasy,"Life Aquatic with Steve Zissou, The (2004)"
drama,fantasy,Loch Ness (1996)
drama,fantasy,"Werewolf Boy, A (Neuk-dae-so-nyeon) (2012)"
drama,fantasy,Blood and Chocolate (2007)
drama,fantasy,"Devil's Eye, The (Djävulens öga) (1960)"
drama,fantasy,"Magic Sword, The (1962)"
drama,fantasy,"Time Traveler's Wife, The (2009)"
drama,fantasy,"Lake House, The (2006)"
drama,fantasy,"Land Before Time, The (1988)"
drama,fantasy,2046 (2004)
drama,fantasy,"Tales of Hoffmann, The (1951)"
drama,fantasy,Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923)
drama,fantasy,"Thief of Bagdad, The (1924)"
drama,fantasy,Yumeji (1991)
drama,fantasy,In the Name of the King 2: Two Worlds (2011)
drama,fantasy,Left Behind: The Movie (2000)
drama,fantasy,Pirates of the Caribbean: Dead Man's Chest (2006)
drama,fantasy,"Holy Mountain, The (Montaña sagrada, La) (1973)"
drama,fantasy,The Girl in a Swing (1988)
drama,fantasy,"Nibelungen: Siegfried, Die (1924)"
drama,fantasy,After Life (Wandafuru raifu) (1998)
drama,fantasy,"Queen of Spades, The (1949)"
drama,fantasy,Pirates of the Caribbean: On Stranger Tides (2011)
drama,fantasy,MirrorMask (2005)
drama,fantasy,"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen) (1964)"
drama,fantasy,"Bothersome Man, The (Brysomme mannen, Den) (2006)"
drama,fantasy,"Day Without a Mexican, A (2004)"
drama,fantasy,Pulgasari (1985)
drama,fantasy,"Sorcerer's Apprentice, The (2010)"
drama,fantasy,"Hands of Orlac, The (Orlacs Hände) (1924)"
drama,fantasy,Bogus (1996)
drama,fantasy,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
drama,fantasy,Miracle on 34th Street (1994)
drama,fantasy,P.S. (2004)
drama,fantasy,Milagro Beanfield War (1988)
drama,fantasy,Marilena de la P7 (2006)
drama,fantasy,The Sea That Thinks (2000)
drama,fantasy,"Red Tent, The (Krasnaya palatka) (1969)"
drama,fantasy,Noah (2014)
drama,fantasy,Three Wishes (1995)
drama,fantasy,Insidious (2010)
drama,fantasy,Pinocchio (2002)
drama,fantasy,Manuel on the Island of Wonders (Manoel dans l'île des merveilles) (1984)
drama,fantasy,Forever Young (1992)
drama,fantasy,47 Ronin (2013)
drama,fantasy,"Kid for Two Farthings, A (1955)"
drama,fantasy,"Canterbury Tales, The (I racconti di Canterbury) (1972)"
drama,fantasy,Ginger Snaps Back: The Beginning (2004)
drama,fantasy,King Kong (1933)
drama,fantasy,Cloudy with a Chance of Meatballs (2009)
drama,fantasy,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)"
drama,fantasy,Entr'acte (1924)
drama,fantasy,These Are the Damned (a.k.a. The Damned) (1963)
drama,fantasy,"Wings of Desire (Himmel über Berlin, Der) (1987)"
drama,fantasy,Tideland (2005)
drama,fantasy,Beasts of the Southern Wild (2012)
drama,fantasy,Heaven Can Wait (1943)
drama,fantasy,The Crown Jewels (2011)
drama,fantasy,Dragonheart 2: A New Beginning (2000)
drama,fantasy,William Shakespeare's A Midsummer Night's Dream (1999)
drama,fantasy,4:44 Last Day on Earth (2011)
drama,fantasy,Faust (2011)
drama,fantasy,"Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru) (2003)"
drama,fantasy,"Centenarian Who Climbed Out the Window and Vanished, The (Hundraåringen som klev ut genom fönstret och försvann) (2013)"
drama,fantasy,Idiots and Angels (2008)
drama,fantasy,Frequency (2000)
drama,fantasy,20 Years After (2008)
drama,fantasy,"Blue Light, The (Blaue Licht, Das) (1932)"
drama,fantasy,Camelot (1967)
drama,fantasy,"Red Shoes, The (1948)"
drama,fantasy,Curse of the Ring (Ring of the Nibelungs) (2004)
drama,fantasy,Dark Water (Honogurai mizu no soko kara) (2002)
drama,fantasy,"Boy Who Could Fly, The (1986)"
drama,fantasy,Donnie Darko (2001)
drama,fantasy,Shinobi: Heart Under Blade (2005)
drama,fantasy,Fanny and Alexander (Fanny och Alexander) (1982)
drama,fantasy,In the Name of the King III (2014)
drama,fantasy,"Christmas Carol, A (1984)"
drama,fantasy,"Twilight Saga: New Moon, The (2009)"
drama,fantasy,Thunder Rock (1942)
drama,fantasy,Wuthering Heights (1970)
drama,fantasy,Song of the South (1946)
drama,fantasy,Sword of the Valiant (1984)
drama,fantasy,Jubilee (1977)
drama,fantasy,"Christmas Carol, A (1938)"
drama,fantasy,On Borrowed Time (1939)
drama,fantasy,Earthsea (Legend of Earthsea) (2004)
drama,fantasy,Dream (Bi-mong) (2008)
drama,fantasy,"Purple Rose of Cairo, The (1985)"
drama,fantasy,Lemony Snicket's A Series of Unfortunate Events (2004)
drama,fantasy,Antichrist (2009)
drama,fantasy,"Wonderful World of the Brothers Grimm, The (1962)"
drama,fantasy,New Wave (Nouvelle vague) (1990)
drama,fantasy,Gulliver's Travels (1939)
drama,fantasy,Viy or Spirit of Evil (Viy) (1967)
drama,fantasy,Dean Spanley (2008)
drama,fantasy,Zoom (2006)
drama,fantasy,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
drama,fantasy,"Three Lives of Thomasina, The (1964)"
drama,fantasy,Red Riding Hood (2011)
drama,fantasy,Dracula Untold (2014)
drama,fantasy,Beautiful Creatures (2013)
drama,fantasy,"Secret of NIMH, The (1982)"
drama,fantasy,Valley Of Flowers (2006)
drama,fantasy,Ricky (2009)
drama,fantasy,Ginger Snaps (2000)
drama,fantasy,Little Nemo: Adventures in Slumberland (1992)
drama,fantasy,Gabriel Over the White House (1933)
drama,fantasy,"Magician, The (Ansiktet) (1958)"
drama,fantasy,Immortals (2011)
drama,fantasy,Kalevala - Uusi aika (2013)
drama,fantasy,"Clan of the Cave Bear, The (1986)"
drama,fantasy,Je suis né d'une cigogne (1999)
drama,fantasy,Paheli (2005)
drama,fantasy,"Mermaid, The (Rusalka) (2007)"
drama,fantasy,Northfork (2003)
drama,fantasy,Batman: Assault on Arkham (2014)
drama,fantasy,"Sun Also Rises, The (Tai yang zhao chang sheng qi) (2007)"
drama,fantasy,Silent Sonata (2011)
drama,fantasy,"Beauty and the Beast (Belle et la bête, La) (2014)"
drama,fantasy,Van Helsing (2004)
drama,fantasy,Uncertainty (2009)
drama,fantasy,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
drama,fantasy,Mood Indigo (L'écume des jours) (2013)
drama,fantasy,Eegah (1962)
drama,fantasy,Jade Warrior (Jadesoturi) (2006)
drama,fantasy,"Lord of the Rings: The Return of the King, The (2003)"
drama,fantasy,Winter's Tale (2014)
drama,fantasy,Ever After: A Cinderella Story (1998)
drama,fantasy,Tuck Everlasting (2002)
drama,fantasy,"Man, Woman and Beast (L'uomo la donna e la bestia) (1977)"
drama,fantasy,Ruby Red (2013)
drama,fantasy,Brand Upon the Brain! (2006)
drama,fantasy,BloodRayne (2005)
drama,fantasy,Scrooge (1970)
drama,fantasy,"10,000 BC (2008)"
drama,fantasy,"Body Snatcher, The (1945)"
drama,fantasy,"Christmas Carol: The Musical, A (Christmas Carol, A) (2004)"
drama,fantasy,Into the Forest of Fireflies' Light (2011)
drama,fantasy,"Wrestler, The (Painija) (1985)"
drama,fantasy,"Story of Three Loves, The (1953)"
drama,fantasy,"Matter of Life and Death, A (Stairway to Heaven) (1946)"
drama,fantasy,King Solomon's Mines (1937)
drama,fantasy,"Iron Giant, The (1999)"
drama,fantasy,Beowulf (2007)
drama,fantasy,W.R.: Mysteries of the Organism  (1971)
drama,fantasy,Willy Wonka & the Chocolate Factory (1971)
drama,fantasy,From Time to Time (2009)
drama,fantasy,Death Takes a Holiday (1934)
drama,fantasy,Motorama (1991)
drama,fantasy,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
drama,fantasy,"Master and Margaret, The (Il maestro e Margherita) (1972)"
drama,fantasy,Enter the Void (2009)
drama,fantasy,Morgan! (1966)
drama,fantasy,Revolutionary Girl Utena: Adolescence of Utena (a.k.a. Revolutionary Girl Utena the Movie) (Shoujo kakumei Utena: Adolescence mokushiroku) (1999)
drama,fantasy,"Tempest, The (2010)"
drama,fantasy,Metropolis (1927)
drama,fantasy,Thale (2012)
drama,fantasy,Passion in the Desert (1998)
drama,fantasy,Black Moon (1975)
drama,fantasy,Somewhere in Time (1980)
drama,fantasy,Dragonworld (1994)
drama,fantasy,Ghost (1990)
drama,fantasy,Christmas Story (Joulutarina) (2007)
drama,fantasy,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
drama,fantasy,Atlantis: Milo's Return (2003) 
drama,fantasy,"Quest for Fire (Guerre du feu, La) (1981)"
drama,fantasy,"Price of Milk, The (2000)"
drama,fantasy,Smilin' Through (1932)
drama,fantasy,Dumbo (1941)
drama,fantasy,"Fountain, The (2006)"
drama,fantasy,Snow White (Blancanieves) (2012)
drama,fantasy,Pleasantville (1998)
drama,fantasy,Planet of Dinosaurs (1977)
drama,fantasy,Two Evil Eyes (1990)
drama,fantasy,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto) (1966)
drama,fantasy,The Butterfly Effect 3: Revelations (2009)
drama,fantasy,Lost Highway (1997)
drama,fantasy,Pirates of the Caribbean: At World's End (2007)
drama,fantasy,Cat People (1982)
drama,fantasy,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
drama,fantasy,Onmyoji (Onmyoji: The Yin Yang Master) (2001)
drama,fantasy,Wristcutters: A Love Story (2006)
drama,fantasy,Love Torn in Dream (Combat d'amour en songe) (2000)
drama,fantasy,Destroy All Monsters (Kaijû sôshingeki) (1968)
drama,fantasy,"Ghost and Mrs. Muir, The (1947)"
drama,fantasy,"Dance of Reality, The (Danza de la realidad, La) (2013)"
drama,fantasy,It's a Wonderful Life (1946)
drama,fantasy,Halloweentown II: Kalabar's Revenge (2001)
drama,fantasy,Beastly (2011)
drama,fantasy,Hearts in Atlantis (2001)
drama,fantasy,It's Such a Beautiful Day (2012)
drama,fantasy,Monty Python and the Holy Grail (1975)
drama,fantasy,King Kong (2005)
drama,fantasy,Miracle on 34th Street (1947)
drama,fantasy,"Lord of the Rings: The Two Towers, The (2002)"
drama,fantasy,Eva (2011)
drama,fantasy,Special (2006)
drama,fantasy,Season of the Witch (2011)
drama,fantasy,Saint Ange (House of Voices) (2004)
drama,fantasy,Bruce Almighty (2003)
drama,fantasy,"Age of Ignorance, The (a.k.a. Days of Darkness) (L'âge des ténèbres) (2007)"
drama,fantasy,Dune (2000)
drama,fantasy,Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang) (2013)
drama,fantasy,Legend of the Black Scorpion (a.k.a. The Banquet) (Ye yan) (2006)
drama,fantasy,Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha) (2011)
drama,fantasy,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921)
drama,fantasy,Matilda (1996)
drama,fantasy,Phoebe in Wonderland (2008)
drama,fantasy,Seven Pounds (2008)
drama,fantasy,Beauty and the Beast (La belle et la bête) (1946)
drama,fantasy,"Late Mathias Pascal, The (a.k.a. The Living Dead Man) (Feu Mathias Pascal) (1926)"
drama,fantasy,300: Rise of an Empire (2014)
drama,fantasy,"Kuroneko (Black Cat from the Grove, The) (Yabu no naka no kuroneko) (1968)"
drama,fantasy,Ryan (2004)
drama,fantasy,Resurrection (1980)
drama,fantasy,"Man Who Haunted Himself, The (1970)"
drama,fantasy,"Jungle Book, The (1994)"
drama,fantasy,"Illusionist, The (2006)"
drama,fantasy,"Evil Dead, The (1981)"
drama,fantasy,Jack Frost (1998)
drama,fantasy,"Science of Sleep, The (La science des rêves) (2006)"
drama,fantasy,Harry Potter and the Deathly Hallows: Part 2 (2011)
drama,fantasy,Escape From Tomorrow (2013)
drama,fantasy,Our Town (1940)
drama,fantasy,Ondine (2009)
drama,fantasy,Holy Motors (2012)
drama,fantasy,Tommy (1975)
drama,fantasy,"Philosophers, The (After The Dark) (2013)"
drama,fantasy,It Happened Tomorrow (1944)
drama,fantasy,"Rapture, The (1991)"
drama,fantasy,Legend of the Eight Samurai (Satomi hakken-den) (1983)
drama,fantasy,She (1965)
drama,fantasy,"Piano Tuner of Earthquakes, The (2005)"
drama,fantasy,What Dreams May Come (1998)
drama,fantasy,Carol for Another Christmas (1964)
drama,fantasy,Gojoe: Spirit War Chronicle (Gojo reisenki: Gojoe) (2000)
drama,fantasy,Borrowed Hearts (Borrowed Hearts: A Holiday Romance) (1997)
drama,fantasy,"Family Man, The (2000)"
drama,fantasy,Dark Forces (Harlequin) (1980)
drama,fantasy,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)"
drama,fantasy,Darkman (1990)
drama,fantasy,"Odd Life of Timothy Green, The (2012)"
drama,fantasy,Simone (S1m0ne) (2002)
drama,fantasy,Cloud Atlas (2012)
drama,fantasy,The Forest (2012)
drama,fantasy,The Little Fox (1981)
drama,fantasy,No Such Thing (2001)
drama,fantasy,Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami) (2009)
drama,fantasy,Starry starry night (Xing kong) (2011)
drama,fantasy,Mighty Joe Young (1949)
drama,fantasy,Innocence (2004)
drama,fantasy,Waxworks (Das Wachsfigurenkabinett) (1924)
drama,fantasy,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010)
drama,fantasy,Dorian Gray (1970)
drama,fantasy,Shallow Hal (2001)
drama,fantasy,It (1990)
drama,fantasy,Man of La Mancha (1972)
drama,fantasy,"Church, The (Chiesa, La) (1989)"
drama,fantasy,"Spiderwick Chronicles, The (2008)"
drama,fantasy,"Topo, El (1970)"
drama,fantasy,Avalon (2001)
drama,fantasy,O Lucky Man! (1973)
drama,fantasy,Born in Flames (1983)
drama,fantasy,Cremaster 3 (2002)
drama,fantasy,Gordy (1995)
drama,fantasy,Premonition (2007)
drama,fantasy,"Mortal Instruments: City of Bones, The (2013)"
drama,fantasy,"Last Legion, The (2007)"
drama,fantasy,K-PAX (2001)
drama,fantasy,"Spirit of the Beehive, The (Espíritu de la colmena, El) (1973)"
drama,fantasy,Miracle in Milan (Miracolo a Milano) (1951)
drama,fantasy,"Saddest Music in the World, The (2003)"
drama,fantasy,"Exterminating Angels, The (anges exterminateurs, Les) (2006)"
drama,fantasy,Drona (2008)
drama,fantasy,Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira) (1993)
drama,fantasy,Queen of the Damned (2002)
drama,fantasy,Sweeney Todd: The Demon Barber of Fleet Street (2007)
drama,fantasy,Through the Forest (2005)
drama,fantasy,TiMER (2009)
drama,fantasy,All Dogs Go to Heaven (1989)
drama,fantasy,Naked Lunch (1991)
drama,fantasy,"Acid House, The (1998)"
drama,fantasy,"Curse of the Werewolf, The (1961)"
drama,fantasy,Russian Ark (Russkiy Kovcheg) (2002)
drama,fantasy,"Blood of a Poet, The (Sang d'un poète, Le) (1930)"
drama,fantasy,Desert Winds (1995)
drama,fantasy,National Theatre Live: Frankenstein
drama,fantasy,"Bishop's Wife, The (1947)"
drama,fantasy,We Are from the Future (My iz budushchego) (2008)
drama,fantasy,Playing from the Plate (Grajacy z talerza) (1995)
drama,fantasy,Waking Life (2001)
drama,fantasy,Fluke (1995)
drama,fantasy,Already Dead (2007)
drama,fantasy,Prince of Jutland (a.k.a. Royal Deceit) (1994)
drama,fantasy,On a Clear Day You Can See Forever (1970)
drama,fantasy,Juliet of the Spirits (Giulietta degli spiriti) (1965)
drama,fantasy,Werewolf of London (1935)
drama,fantasy,The Cobbler (2015)
drama,fantasy,Pathfinder (2007)
drama,fantasy,Madame Tutli-Putli (2007)
drama,fantasy,"Lovely Bones, The (2009)"
drama,fantasy,Faust (1926)
drama,fantasy,Portrait of Jennie (1948)
drama,fantasy,Orlando (1992)
drama,fantasy,"Scorpion King, The (2002)"
drama,fantasy,Hansel & Gretel (2007)
drama,fantasy,Practical Magic (1998)
drama,fantasy,Angel on My Shoulder (1946)
drama,fantasy,Liliom (1930)
drama,fantasy,"Truly, Madly, Deeply (1991)"
drama,fantasy,"Five People You Meet in Heaven, The (2004)"
drama,fantasy,"Aerial, The (La antena) (2007)"
drama,fantasy,Harry Potter and the Order of the Phoenix (2007)
drama,fantasy,"Cat Returns, The (Neko no ongaeshi) (2002)"
drama,fantasy,"City of Women, The (Città delle donne, La) (1980)"
drama,fantasy,Koi... Mil Gaya (2003)
drama,fantasy,Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
drama,fantasy,Slipstream (2007)
drama,fantasy,Goemon (2009)
drama,fantasy,"NeverEnding Story, The (1984)"
drama,fantasy,Angel-A (2005)
drama,fantasy,"Christmas Carol, A (Scrooge) (1951)"
drama,fantasy,Colourful (Karafuru) (2010)
drama,fantasy,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
drama,fantasy,Cat People (1942)
drama,fantasy,"Story of Mankind, The (1957)"
drama,fantasy,Luna Papa (1999)
comedy drama,fantasy,Looking for Eric (2009)
comedy drama,fantasy,OMG Oh My God! (2012)
comedy drama,fantasy,Mr. North (1988)
comedy drama,fantasy,Morgan! (1966)
comedy drama,fantasy,L.A. Story (1991)
comedy drama,fantasy,"Tempest, The (2010)"
comedy drama,fantasy,Brave (2012)
comedy drama,fantasy,Beauty and the Beast (1991)
comedy drama,fantasy,Pleasantville (1998)
comedy drama,fantasy,A Magnificent Haunting (2012)
comedy drama,fantasy,"Flight of Dragons, The (1982)"
comedy drama,fantasy,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"
comedy drama,fantasy,Pirates of the Caribbean: At World's End (2007)
comedy drama,fantasy,God Is Brazilian (Deus É Brasileiro) (2003)
comedy drama,fantasy,"Brass Teapot, The (2012)"
comedy drama,fantasy,Hercules (1997)
comedy drama,fantasy,Reckless (1995)
comedy drama,fantasy,8 1/2 (8½) (1963)
comedy drama,fantasy,Special (2006)
comedy drama,fantasy,Heart and Souls (1993)
comedy drama,fantasy,Three Wishes (1995)
comedy drama,fantasy,Bruce Almighty (2003)
comedy drama,fantasy,"Age of Ignorance, The (a.k.a. Days of Darkness) (L'âge des ténèbres) (2007)"
comedy drama,fantasy,Pinocchio (2002)
comedy drama,fantasy,Anastasia (1997)
comedy drama,fantasy,Toy Story 3 (2010)
comedy drama,fantasy,Groundhog Day (1993)
comedy drama,fantasy,Casper (1995)
comedy drama,fantasy,Heaven Can Wait (1943)
comedy drama,fantasy,Nothing Lasts Forever (1984) 
comedy drama,fantasy,Camelot (1967)
comedy drama,fantasy,Donnie Darko (2001)
comedy drama,fantasy,Little Otik (Otesánek) (2000)
comedy drama,fantasy,Millions (2004)
comedy drama,fantasy,Interstate 60 (2002)
comedy drama,fantasy,"Family Man, The (2000)"
comedy drama,fantasy,North (1994)
comedy drama,fantasy,Arizona Dream (1993)
comedy drama,fantasy,Babe: Pig in the City (1998)
comedy drama,fantasy,"Odd Life of Timothy Green, The (2012)"
comedy drama,fantasy,Simone (S1m0ne) (2002)
comedy drama,fantasy,Help! I'm A Fish (2001)
comedy drama,fantasy,Mr. Magorium's Wonder Emporium (2007)
comedy drama,fantasy,"Princess and the Frog, The (2009)"
comedy drama,fantasy,No Such Thing (2001)
comedy drama,fantasy,"Garbage Pail Kids Movie, The (1987)"
comedy drama,fantasy,O Lucky Man! (1973)
comedy drama,fantasy,"Legend of Bagger Vance, The (2000)"
comedy drama,fantasy,Gordy (1995)
comedy drama,fantasy,Five Children and It (2004)
comedy drama,fantasy,The Beautiful Story (1992)
comedy drama,fantasy,"Ant Bully, The (2006)"
comedy drama,fantasy,Dean Spanley (2008)
comedy drama,fantasy,Hansel & Gretel: Witch Hunters (2013)
comedy drama,fantasy,Trigun: Badlands Rumble (2010)
comedy drama,fantasy,Mulan (1998)
comedy drama,fantasy,"Christmas Carol, A (2009)"
comedy drama,fantasy,All Dogs Go to Heaven (1989)
comedy drama,fantasy,"Acid House, The (1998)"
comedy drama,fantasy,Nothing (2003)
comedy drama,fantasy,Frozen (2013)
comedy drama,fantasy,"Mermaid, The (Rusalka) (2007)"
comedy drama,fantasy,Pocahontas (1995)
comedy drama,fantasy,Splash (1984)
comedy drama,fantasy,On a Clear Day You Can See Forever (1970)
comedy drama,fantasy,"Hunchback of Notre Dame, The (1996)"
comedy drama,fantasy,Wreck-It Ralph (2012)
comedy drama,fantasy,Hawks and Sparrows (Uccellacci e Uccellini) (1966)
comedy drama,fantasy,"Preacher's Wife, The (1996)"
comedy drama,fantasy,"Zero Theorem, The (2013)"
comedy drama,fantasy,Practical Magic (1998)
comedy drama,fantasy,"Wrestler, The (Painija) (1985)"
comedy drama,fantasy,"Powerpuff Girls, The (2002)"
comedy drama,fantasy,"Rescuers, The (1977)"
comedy drama,fantasy,"Iron Giant, The (1999)"
comedy drama,fantasy,"Rescuers Down Under, The (1990)"
comedy drama,fantasy,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
comedy drama,fantasy,Being John Malkovich (1999)
comedy drama,fantasy,Luna Papa (1999)
crime,fantasy,Perfume: The Story of a Murderer (2006)
crime,fantasy,Motorama (1991)
crime,fantasy,Unbreakable (2000)
crime,fantasy,Monday (2000)
crime,fantasy,"Oh, Heavenly Dog! (1980)"
crime,fantasy,Sweeney Todd: The Demon Barber of Fleet Street (2007)
crime,fantasy,Batman Forever (1995)
crime,fantasy,"Crow: City of Angels, The (1996)"
crime,fantasy,"Hands of Orlac, The (Orlacs Hände) (1924)"
crime,fantasy,Three Days (Tres días) (2008)
crime,fantasy,"Green Mile, The (1999)"
crime,fantasy,Hancock (2008)
crime,fantasy,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
crime,fantasy,Muppets Most Wanted (2014)
crime,fantasy,Millions (2004)
crime,fantasy,"Medallion, The (2003)"
crime,fantasy,"Crow, The (1994)"
crime,fantasy,Who Framed Roger Rabbit? (1988)
crime,fantasy,Malice in Wonderland (2009)
crime,fantasy,Fantomas Unleashed (1965)
crime,fantasy,Elektra (2005)
crime,fantasy,Batman: Assault on Arkham (2014)
crime,fantasy,Treasure of the Four Crowns (1983)
crime,fantasy,Moonwalker (1988)
crime,fantasy,Tekkonkinkreet (Tekkon kinkurîto) (2006)
crime,fantasy,Son of Batman (2014)
crime,fantasy,Desperate Living (1977)
crime,fantasy,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)"
crime,fantasy,Thunderbirds (2004)
crime,fantasy,Darkman (1990)
crime,fantasy,Time of the Gypsies (Dom za vesanje) (1989)
crime,fantasy,Uncertainty (2009)
crime,fantasy,Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang) (2013)
crime,fantasy,Switch (1991)
crime,fantasy,Cool World (1992)
crime,fantasy,Fantomas (1964)
crime,fantasy,Cartoon All-Stars to the Rescue (1990)
crime,fantasy,"Hound of the Baskervilles, The (1959)"
crime,fantasy,"Green Hornet, The (2011)"
crime,fantasy,"Virgin Spring, The (Jungfrukällan) (1960)"
crime,fantasy,Drive Angry (2011)
crime,fantasy,"Four, The (Si da ming bu) (2012)"
crime,fantasy,"Lovely Bones, The (2009)"
crime,fantasy,Franklyn (2008)
crime,fantasy,Pitfall (Otoshiana) (1962)
crime,fantasy,Catwoman (2004)
crime,fantasy,Lost Highway (1997)
crime,fantasy,Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010)
crime,fantasy,Scoop (2006)
crime,fantasy,Lilies (1996)
crime,fantasy,"Mask, The (1994)"
crime,fantasy,Orfeu (1999)
