genre,movie
fantasy,Spawn (1997)
fantasy,Kull the Conqueror (1997)
fantasy,Wishmaster (1997)
fantasy,"Devil's Advocate, The (1997)"
fantasy,FairyTale: A True Story (1997)
fantasy,"Life Less Ordinary, A (1997)"
fantasy,Mortal Kombat: Annihilation (1997)
fantasy,Anastasia (1997)
fantasy,Flubber (1997)
fantasy,Mouse Hunt (1997)
fantasy,Star Kid (1997)
fantasy,Fallen (1998)
fantasy,"Prophecy II, The (1998)"
fantasy,Paulie (1998)
fantasy,Barney's Great Adventure (1998)
fantasy,City of Angels (1998)
fantasy,"Borrowers, The (1997)"
fantasy,Prince Valiant (1997)
fantasy,Quest for Camelot (1998)
fantasy,Passion in the Desert (1998)
fantasy,Mulan (1998)
fantasy,Dr. Dolittle (1998)
fantasy,Small Soldiers (1998)
fantasy,Labyrinth (1986)
fantasy,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)"
fantasy,Gremlins 2: The New Batch (1990)
fantasy,"Goonies, The (1985)"
fantasy,Metropolis (1927)
fantasy,Freaky Friday (1977)
fantasy,"Absent-Minded Professor, The (1961)"
fantasy,Babes in Toyland (1961)
fantasy,Bambi (1942)
fantasy,"Rapture, The (1991)"
fantasy,"Black Cauldron, The (1985)"
fantasy,Blackbeard's Ghost (1968)
fantasy,Darby O'Gill and the Little People (1959)
fantasy,"Devil and Max Devlin, The (1981)"
fantasy,Flight of the Navigator (1986)
fantasy,"Gnome-Mobile, The (1967)"
fantasy,Hocus Pocus (1993)
fantasy,"Honey, I Shrunk the Kids (1989)"
fantasy,"Purple Rose of Cairo, The (1985)"
fantasy,Fanny and Alexander (Fanny och Alexander) (1982)
fantasy,"Jungle Book, The (1967)"
fantasy,Lady and the Tramp (1955)
fantasy,"Little Mermaid, The (1989)"
fantasy,"Muppet Christmas Carol, The (1992)"
fantasy,101 Dalmatians (One Hundred and One Dalmatians) (1961)
fantasy,One Magic Christmas (1985)
fantasy,Peter Pan (1953)
fantasy,"Rescuers Down Under, The (1990)"
fantasy,"Rescuers, The (1977)"
fantasy,Return from Witch Mountain (1978)
fantasy,"Return of Jafar, The (1994)"
fantasy,Return to Oz (1985)
fantasy,"Shaggy D.A., The (1976)"
fantasy,Sleeping Beauty (1959)
fantasy,Something Wicked This Way Comes (1983)
fantasy,Song of the South (1946)
fantasy,Splash (1984)
fantasy,Tall Tale (1995)
fantasy,L.A. Story (1991)
fantasy,Indiana Jones and the Temple of Doom (1984)
fantasy,"Lord of the Rings, The (1978)"
fantasy,All Dogs Go to Heaven (1989)
fantasy,"Addams Family, The (1991)"
fantasy,Ever After: A Cinderella Story (1998)
fantasy,Weird Science (1985)
fantasy,Doctor Dolittle (1967)
fantasy,Watership Down (1978)
fantasy,"Secret of NIMH, The (1982)"
fantasy,"Dark Crystal, The (1982)"
fantasy,Legend (1985)
fantasy,"Clan of the Cave Bear, The (1986)"
fantasy,House (1986)
fantasy,House II: The Second Story (1987)
fantasy,"NeverEnding Story, The (1984)"
fantasy,"NeverEnding Story II: The Next Chapter, The (1990)"
fantasy,Blade (1998)
fantasy,"Navigator: A Mediaeval Odyssey, The (1988)"
fantasy,Beetlejuice (1988)
fantasy,I Married A Strange Person! (1997)
fantasy,Willow (1988)
fantasy,Toys (1992)
fantasy,"Seventh Sign, The (1988)"
fantasy,"Butcher's Wife, The (1991)"
fantasy,Edward Scissorhands (1990)
fantasy,Antz (1998)
fantasy,What Dreams May Come (1998)
fantasy,Practical Magic (1998)
fantasy,Pleasantville (1998)
fantasy,Tales from the Darkside: The Movie (1990)
fantasy,Meet Joe Black (1998)
fantasy,Heart Condition (1990)
fantasy,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
fantasy,King Kong (1933)
fantasy,King Kong (1976)
fantasy,King Kong Lives (1986)
fantasy,Red Sonja (1985)
fantasy,Babe: Pig in the City (1998)
fantasy,Jack Frost (1998)
fantasy,Miracle on 34th Street (1947)
fantasy,Santa Claus: The Movie (1985)
fantasy,Prancer (1989)
fantasy,Cocoon (1985)
fantasy,Young Sherlock Holmes (1985)
fantasy,Mighty Joe Young (1998)
fantasy,Mighty Joe Young (1949)
fantasy,"Garbage Pail Kids Movie, The (1987)"
fantasy,"Boy Who Could Fly, The (1986)"
fantasy,Peggy Sue Got Married (1986)
fantasy,Simply Irresistible (1999)
fantasy,My Boyfriend's Back (1993)
fantasy,"King and I, The (1999)"
fantasy,"Mummy, The (1999)"
fantasy,William Shakespeare's A Midsummer Night's Dream (1999)
fantasy,After Life (Wandafuru raifu) (1998)
fantasy,Star Wars: Episode I - The Phantom Menace (1999)
fantasy,"Mummy, The (1932)"
fantasy,"Mummy, The (1959)"
fantasy,Superman II (1980)
fantasy,"Wolf Man, The (1941)"
fantasy,It Came from Beneath the Sea (1955)
fantasy,"Thirteenth Floor, The (1999)"
fantasy,"Loss of Sexual Innocence, The (1999)"
fantasy,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)"
fantasy,Wild Wild West (1999)
fantasy,Ghostbusters (a.k.a. Ghost Busters) (1984)
fantasy,Ghostbusters II (1989)
fantasy,"Haunting, The (1999)"
fantasy,Mystery Men (1999)
fantasy,"Golden Child, The (1986)"
fantasy,Allan Quatermain and the Lost City of Gold (1987)
fantasy,"Iron Giant, The (1999)"
fantasy,"Acid House, The (1998)"
fantasy,Heaven Can Wait (1978)
fantasy,"Raven, The (1963)"
fantasy,"Pit and the Pendulum, The (1961)"
fantasy,Tales of Terror (1962)
fantasy,Big (1988)
fantasy,Little Nemo: Adventures in Slumberland (1992)
fantasy,"13th Warrior, The (1999)"
fantasy,Stir of Echoes (1999)
fantasy,Yellow Submarine (1968)
fantasy,Fright Night (1985)
fantasy,Excalibur (1981)
fantasy,Thumbelina (1994)
fantasy,Tommy (1975)
fantasy,"Adventures of Elmo in Grouchland, The (1999)"
fantasy,Gulliver's Travels (1939)
fantasy,Phantasm (1979)
fantasy,Time of the Gypsies (Dom za vesanje) (1989)
fantasy,Time Bandits (1981)
fantasy,All That Jazz (1979)
fantasy,Who Framed Roger Rabbit? (1988)
fantasy,Being John Malkovich (1999)
fantasy,Princess Mononoke (Mononoke-hime) (1997)
fantasy,Robin Hood (1973)
fantasy,"Quest for Fire (Guerre du feu, La) (1981)"
fantasy,Dogma (1999)
fantasy,Pokémon: The First Movie (1998)
fantasy,Sleepy Hollow (1999)
fantasy,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934)
fantasy,Scrooged (1988)
fantasy,Harvey (1950)
fantasy,"Fisher King, The (1991)"
fantasy,End of Days (1999)
fantasy,Toy Story 2 (1999)
fantasy,"Green Mile, The (1999)"
fantasy,"7th Voyage of Sinbad, The (1958)"
fantasy,Stuart Little (1999)
fantasy,Fantasia 2000 (1999)
fantasy,Ulysses (Ulisse) (1954)
fantasy,Titus (1999)
fantasy,"Vampyros Lesbos (Vampiras, Las) (1971)"
fantasy,Train Ride to Hollywood (1975)
fantasy,Encino Man (1992)
fantasy,Death Becomes Her (1992)
fantasy,Buffy the Vampire Slayer (1992)
fantasy,Forever Young (1992)
fantasy,Conceiving Ada (1997)
fantasy,It Happened Here (1966)
fantasy,"Ninth Gate, The (1999)"
fantasy,Defending Your Life (1991)
fantasy,Harry and the Hendersons (1987)
fantasy,Date with an Angel (1987)
fantasy,We're Back! A Dinosaur's Story (1993)
fantasy,Baby... Secret of the Lost Legend (1985)
fantasy,Teenage Mutant Ninja Turtles (1990)
fantasy,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
fantasy,Teenage Mutant Ninja Turtles III (1993)
fantasy,Heart and Souls (1993)
fantasy,"Horror Hotel (a.k.a. City of the Dead, The) (1960)"
fantasy,Ladyhawke (1985)
fantasy,"Road to El Dorado, The (2000)"
fantasy,Hook (1991)
fantasy,Frequency (2000)
fantasy,"Bell, Book and Candle (1958)"
fantasy,"Crow: Salvation, The (2000)"
fantasy,"Flintstones in Viva Rock Vegas, The (2000)"
fantasy,Inferno (1980)
fantasy,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die) (1966)"
fantasy,Saludos Amigos (1943)
fantasy,"Slipper and the Rose, The (1976)"
fantasy,Dinosaur (2000)
fantasy,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
fantasy,Pandora and the Flying Dutchman (1951)
fantasy,Puppet Master (1989)
fantasy,Puppet Master II (1991)
fantasy,Stay Tuned (1992)
fantasy,Eraserhead (1977)
fantasy,Light Years (Gandahar) (1988)
fantasy,Angel Heart (1987)
fantasy,Sleepwalkers (1992)
fantasy,Big Trouble in Little China (1986)
fantasy,Chicken Run (2000)
fantasy,"Adventures of Rocky and Bullwinkle, The (2000)"
fantasy,Fun and Fancy Free (1947)
fantasy,The Golden Voyage of Sinbad (1973)
fantasy,"Hatchet for the Honeymoon (Rosso segno della follia, Il) (1970)"
fantasy,Make Mine Music (1946)
fantasy,"Kid, The (2000)"
fantasy,X-Men (2000)
fantasy,Sinbad and the Eye of the Tiger (1977)
fantasy,Thomas and the Magic Railroad (2000)
fantasy,Phantasm II (1988)
fantasy,Pumpkinhead (1988)
fantasy,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
fantasy,Our Town (1940)
fantasy,"Devil Rides Out, The (1968)"
fantasy,Supergirl (1984)
fantasy,Highlander: Endgame (Highlander IV) (2000)
fantasy,Hellbound: Hellraiser II (1988)
fantasy,Hellraiser III: Hell on Earth (1992)
fantasy,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
fantasy,"Adventures of Ichabod and Mr. Toad, The (1949)"
fantasy,Bedazzled (2000)
fantasy,"Little Vampire, The (2000)"
fantasy,"Legend of Bagger Vance, The (2000)"
fantasy,Little Nicky (2000)
fantasy,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
fantasy,102 Dalmatians (2000)
fantasy,Unbreakable (2000)
fantasy,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
fantasy,Dungeons & Dragons (2000)
fantasy,"Emperor's New Groove, The (2000)"
fantasy,What Women Want (2000)
fantasy,"Family Man, The (2000)"
fantasy,Prelude to a Kiss (1992)
fantasy,"Monkey's Tale, A (Château des singes, Le) (1999)"
fantasy,"Brave Little Toaster, The (1987)"
fantasy,"Evil Dead, The (1981)"
fantasy,Julia and Julia (Giulia e Giulia) (1987)
fantasy,Hunk (1987)
fantasy,"Like Father, Like Son (1987)"
fantasy,"Lost Boys, The (1987)"
fantasy,Made in Heaven (1987)
fantasy,Maid to Order (1987)
fantasy,Mannequin (1987)
fantasy,Masters of the Universe (1987)
fantasy,"Monster Squad, The (1987)"
fantasy,Left Behind: The Movie (2000)
fantasy,Down to Earth (2001)
fantasy,"Price of Milk, The (2000)"
fantasy,Monkeybone (2001)
fantasy,Simon Magus (1999)
fantasy,"Bishop's Wife, The (1947)"
fantasy,"Abominable Dr. Phibes, The (1971)"
fantasy,Just Visiting (2001)
fantasy,Lilies (1996)
fantasy,"Mummy Returns, The (2001)"
fantasy,Krull (1983)
fantasy,"Lost World, The (1925)"
fantasy,Candy (1968)
fantasy,Satyricon (1969)
fantasy,"City of Women, The (Città delle donne, La) (1980)"
fantasy,"5,000 Fingers of Dr. T, The (1953)"
fantasy,Shrek (2001)
fantasy,Love Potion #9 (1992)
fantasy,Atlantis: The Lost Empire (2001)
fantasy,Lara Croft: Tomb Raider (2001)
fantasy,Dr. Dolittle 2 (2001)
fantasy,Alice (1990)
fantasy,"Fall of the House of Usher, The (House of Usher) (1960)"
fantasy,Faust (1926)
fantasy,Final Fantasy: The Spirits Within (2001)
fantasy,18 Again! (1988)
fantasy,"Adventures of Baron Munchausen, The (1988)"
fantasy,High Spirits (1988)
fantasy,"Land Before Time, The (1988)"
fantasy,Milagro Beanfield War (1988)
fantasy,Vice Versa (1988)
fantasy,Always (1989)
fantasy,Chances Are (1989)
fantasy,Dream a Little Dream (1989)
fantasy,Erik the Viking (1989)
fantasy,The Girl in a Swing (1988)
fantasy,How to Get Ahead in Advertising (1989)
fantasy,Little Monsters (1989)
fantasy,Vampire's Kiss (1989)
fantasy,Warlock (1989)
fantasy,Warlock: The Armageddon (1993)
fantasy,Altered States (1980)
fantasy,"Awakening, The (1980)"
fantasy,"Others, The (2001)"
fantasy,Bubble Boy (2001)
fantasy,Megiddo: The Omega Code 2 (2001)
fantasy,"Legend of Hell House, The (1973)"
fantasy,Phantom of the Paradise (1974)
fantasy,King Solomon's Mines (1937)
fantasy,I Never Promised You a Rose Garden (1977)
fantasy,Hearts in Atlantis (2001)
fantasy,Waking Life (2001)
fantasy,K-PAX (2001)
fantasy,Donnie Darko (2001)
fantasy,"Monsters, Inc. (2001)"
fantasy,Shallow Hal (2001)
fantasy,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
fantasy,Black Knight (2001)
fantasy,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
fantasy,Jabberwocky (1977)
fantasy,"Beastmaster, The (1982)"
fantasy,"Last Wave, The (1977)"
fantasy,Flash Gordon (1980)
fantasy,At the Earth's Core (1976)
fantasy,"People That Time Forgot, The (1977)"
fantasy,Bill & Ted's Bogus Journey (1991)
fantasy,Morgan! (1966)
fantasy,Sheena (1984)
fantasy,Kate & Leopold (2001)
fantasy,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
fantasy,Little Otik (Otesánek) (2000)
fantasy,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian) (1992)
fantasy,Motorama (1991)
fantasy,"Truly, Madly, Deeply (1991)"
fantasy,Wuthering Heights (1970)
fantasy,"Flight of Dragons, The (1982)"
fantasy,Dragonslayer (1981)
fantasy,Conan the Destroyer (1984)
fantasy,Fire and Ice (1983)
fantasy,Forbidden Zone (1980)
fantasy,"Mothman Prophecies, The (2002)"
fantasy,Escaflowne: The Movie (Escaflowne) (2000)
fantasy,The Man from Acapulco (1973)
fantasy,Rookie of the Year (1993)
fantasy,Return to Never Land (2002)
fantasy,Dragonfly (2002)
fantasy,Queen of the Damned (2002)
fantasy,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
fantasy,"Church, The (Chiesa, La) (1989)"
fantasy,Ferngully: The Last Rainforest (1992)
fantasy,"Troll in Central Park, A (1994)"
fantasy,Hawk the Slayer (1980)
fantasy,"Oh, God! Book II (1980)"
fantasy,"Oh, God! (1977)"
fantasy,"Oh, Heavenly Dog! (1980)"
fantasy,Ice Age (2002)
fantasy,Blade II (2002)
fantasy,No Such Thing (2001)
fantasy,"Scorpion King, The (2002)"
fantasy,Delirious (1991)
fantasy,Star Wars: Episode II - Attack of the Clones (2002)
fantasy,"Hound of the Baskervilles, The (1959)"
fantasy,"Fast Runner, The (Atanarjuat) (2001)"
fantasy,Scooby-Doo (2002)
fantasy,Caveman (1981)
fantasy,Like Mike (2002)
fantasy,"Powerpuff Girls, The (2002)"
fantasy,Reign of Fire (2002)
fantasy,20 Million Miles to Earth (1957)
fantasy,"Master of Disguise, The (2002)"
fantasy,Simone (S1m0ne) (2002)
fantasy,"Care Bears Movie, The (1985)"
fantasy,Care Bears Movie II: A New Generation (1986)
fantasy,Clash of the Titans (1981)
fantasy,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
fantasy,"Tuxedo, The (2002)"
fantasy,Godzilla vs. Mothra (Mosura tai Gojira) (1964)
fantasy,Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969)
fantasy,"Incredible Mr. Limpet, The (1964)"
fantasy,"Rocking Horse Winner, The (1950)"
fantasy,Tuck Everlasting (2002)
fantasy,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)
fantasy,Hansel & Gretel (2002)
fantasy,Russian Ark (Russkiy Kovcheg) (2002)
fantasy,To the Devil a Daughter (1976)
fantasy,The Pumaman (1980)
fantasy,Xanadu (1980)
fantasy,Modern Problems (1981)
fantasy,"Company of Wolves, The (1984)"
fantasy,"Santa Clause 2, The (2002)"
fantasy,Harry Potter and the Chamber of Secrets (2002)
fantasy,Mysterious Island (1961)
fantasy,Left Behind II: Tribulation Force (2002)
fantasy,"Island at the Top of the World, The (1974)"
fantasy,Making Contact (a.k.a. Joey) (1985)
fantasy,"Sword and the Sorcerer, The (1982)"
fantasy,Medea (1970)
fantasy,"Hot Chick, The (2002)"
fantasy,"Lord of the Rings: The Two Towers, The (2002)"
fantasy,"Wild Thornberrys Movie, The (2002)"
fantasy,My Neighbor Totoro (Tonari no Totoro) (1988)
fantasy,"Thief of Bagdad, The (1940)"
fantasy,Pinocchio (2002)
fantasy,Heavy Metal 2000 (2000)
fantasy,Final Destination 2 (2003)
fantasy,"Last Unicorn, The (1982)"
fantasy,Q: The Winged Serpent (1982)
fantasy,Sword of the Valiant (1984)
fantasy,"Yor, the Hunter from the Future (1983)"
fantasy,Into the West (1992)
fantasy,"Meteor Man, The (1993)"
fantasy,Mr. North (1988)
fantasy,Journey to the Center of the Earth (1959)
fantasy,Ringu (Ring) (1998)
fantasy,Akira Kurosawa's Dreams (Dreams) (1990)
fantasy,Bulletproof Monk (2003)
fantasy,"Wiz, The (1978)"
fantasy,X2: X-Men United (2003)
fantasy,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
fantasy,Bruce Almighty (2003)
fantasy,Two Evil Eyes (1990)
fantasy,Jubilee (1977)
fantasy,Sinbad: Legend of the Seven Seas (2003)
fantasy,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
fantasy,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
fantasy,Northfork (2003)
fantasy,Lara Croft Tomb Raider: The Cradle of Life (2003)
fantasy,Spy Kids 3-D: Game Over (2003)
fantasy,Remo Williams: The Adventure Begins (1985)
fantasy,Freaky Friday (2003)
fantasy,Hawks and Sparrows (Uccellacci e Uccellini) (1966)
fantasy,Agent Cody Banks (2003)
fantasy,Prince of Jutland (a.k.a. Royal Deceit) (1994)
fantasy,Atragon (Kaitei Gunkan) (1963)
fantasy,"Beast from 20,000 Fathoms, The (1953)"
fantasy,"Red Shoes, The (1948)"
fantasy,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)"
fantasy,"Medallion, The (2003)"
fantasy,Don't Tempt Me (Sin noticias de Dios) (2001)
fantasy,"Order, The (2003)"
fantasy,Millennium Actress (Sennen joyû) (2001)
fantasy,Jungle Book (1942)
fantasy,Underworld (2003)
fantasy,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
fantasy,Videodrome (1983)
fantasy,Avalon (2001)
fantasy,Phenomena (a.k.a. Creepers) (1985)
fantasy,Ginger Snaps (2000)
fantasy,Wilder Napalm (1993)
fantasy,Images (1972)
fantasy,Scrooge (1970)
fantasy,Ninja Scroll (Jûbei ninpûchô) (1995)
fantasy,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)"
fantasy,Good Boy! (2003)
fantasy,Brother Bear (2003)
fantasy,Interstate 60 (2002)
fantasy,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973)
fantasy,"Magic Sword, The (1962)"
fantasy,Elf (2003)
fantasy,Looney Tunes: Back in Action (2003)
fantasy,"Cat in the Hat, The (2003)"
fantasy,"Haunted Mansion, The (2003)"
fantasy,Darkman (1990)
fantasy,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)"
fantasy,Hercules in New York (1970)
fantasy,Highlander II: The Quickening (1991)
fantasy,Mr. Destiny (1990)
fantasy,Radio Flyer (1992)
fantasy,Teen Wolf (1985)
fantasy,"Witches, The (1990)"
fantasy,"Witches of Eastwick, The (1987)"
fantasy,"Midsummer Night's Dream, A (1935)"
fantasy,Beauty and the Beast (La belle et la bête) (1946)
fantasy,Juliet of the Spirits (Giulietta degli spiriti) (1965)
fantasy,Black Orpheus (Orfeu Negro) (1959)
fantasy,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
fantasy,Leprechaun (1993)
fantasy,Naked Lunch (1991)
fantasy,Big Fish (2003)
fantasy,"Lord of the Rings: The Return of the King, The (2003)"
fantasy,Peter Pan (2003)
fantasy,Teacher's Pet (2004)
fantasy,Cool World (1992)
fantasy,Chitty Chitty Bang Bang (1968)
fantasy,The Butterfly Effect (2004)
fantasy,"Thief of Bagdad, The (1924)"
fantasy,Allegro non troppo (1977)
fantasy,King Solomon's Mines (1985)
fantasy,Hellboy (2004)
fantasy,Ella Enchanted (2004)
fantasy,One Million Years B.C. (1966)
fantasy,Jack and the Beanstalk (1952)
fantasy,13 Going on 30 (2004)
fantasy,Van Helsing (2004)
fantasy,Paperhouse (1988)
fantasy,Kwaidan (Kaidan) (1964)
fantasy,"Magic Flute, The (Trollflöjten) (1975)"
fantasy,Switch (1991)
fantasy,Versus (2000)
fantasy,"Canterville Ghost, The (1944)"
fantasy,Bedazzled (1967)
fantasy,Cat People (1942)
fantasy,Camelot (1967)
fantasy,Explorers (1985)
fantasy,Jason and the Argonauts (1963)
fantasy,Zardoz (1974)
fantasy,"Virgin Spring, The (Jungfrukällan) (1960)"
fantasy,Children of Dune (2003)
fantasy,Dune (2000)
fantasy,"Peanut Butter Solution, The (1985)"
fantasy,The Plague of the Zombies (1966)
fantasy,I Walked with a Zombie (1943)
fantasy,Desperate Living (1977)
fantasy,Face to Face (Ansikte mot ansikte) (1976)
fantasy,"Magician, The (Ansiktet) (1958)"
fantasy,Nightbreed (1990)
fantasy,"Wonderful Ice Cream Suit, The (1998)"
fantasy,Brigadoon (1954)
fantasy,"Phantom Tollbooth, The (1970)"
fantasy,Dark Water (Honogurai mizu no soko kara) (2002)
fantasy,Twice Upon a Time (1983)
fantasy,"Atlantis, the Lost Continent (1961)"
fantasy,Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
fantasy,*batteries not included (1987)
fantasy,Ugetsu (Ugetsu monogatari) (1953)
fantasy,"Dexter the Dragon & Bumble the Bear (a.k.a. Dragon That Wasn't (Or Was He?), The) (Als je begrijpt wat ik bedoel) (1983)"
fantasy,Arizona Dream (1993)
fantasy,Shrek 2 (2004)
fantasy,Harry Potter and the Prisoner of Azkaban (2004)
fantasy,"Stepford Wives, The (2004)"
fantasy,Robot Carnival (Roboto kânibauru) (1987)
fantasy,"Chipmunk Adventure, The (1987)"
fantasy,Luna Papa (1999)
fantasy,"Picture of Dorian Gray, The (1945)"
fantasy,"Christmas Carol, A (Scrooge) (1951)"
fantasy,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974)
fantasy,"Matter of Life and Death, A (Stairway to Heaven) (1946)"
fantasy,Kaena: The Prophecy (Kaena: La prophétie) (2003)
fantasy,All of Me (1984)
fantasy,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
fantasy,"Book of Life, The (1998)"
fantasy,Man of La Mancha (1972)
fantasy,Prince Valiant (1954)
fantasy,Catwoman (2004)
fantasy,Fausto 5.0 (2001)
fantasy,"New Adventures of Pippi Longstocking, The (1988)"
fantasy,Two of a Kind (1983)
fantasy,Biggles (1986)
fantasy,"Three Lives of Thomasina, The (1964)"
fantasy,Thunderbirds (2004)
fantasy,Yu-Gi-Oh! (2004)
fantasy,"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A) (1979)"
fantasy,SuperBabies: Baby Geniuses 2 (2004)
fantasy,P.S. (2004)
fantasy,Circle of Iron (1978)
fantasy,"Dust Factory, The (2004)"
fantasy,"Polar Express, The (2004)"
fantasy,Finding Neverland (2004)
fantasy,House of Flying Daggers (Shi mian mai fu) (2004)
fantasy,Blade: Trinity (2004)
fantasy,Cinderfella (1960)
fantasy,Portrait of Jennie (1948)
fantasy,"Golem, The (Golem, wie er in die Welt kam, Der) (1920)"
fantasy,"Phantom Carriage, The (Körkarlen) (1921)"
fantasy,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921)
fantasy,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922)
fantasy,Sherlock Jr. (1924)
fantasy,"Andalusian Dog, An (Chien andalou, Un) (1929)"
fantasy,Vampyr (1932)
fantasy,"Son of Kong, The (1933)"
fantasy,Werewolf of London (1935)
fantasy,Topper (1937)
fantasy,Here Comes Mr. Jordan (1941)
fantasy,"Guy Named Joe, A (1943)"
fantasy,Heaven Can Wait (1943)
fantasy,"Curse of the Cat People, The (1944)"
fantasy,"Enchanted Cottage, The (1945)"
fantasy,Orpheus (Orphée) (1950)
fantasy,Carousel (1956)
fantasy,Rodan (Sora no daikaijû Radon) (1956)
fantasy,"Undead, The (1957)"
fantasy,"Leech Woman, The (1960)"
fantasy,Eegah (1962)
fantasy,"Wonderful World of the Brothers Grimm, The (1962)"
fantasy,Batman (1966)
fantasy,Fando and Lis (Fando y Lis) (1968)
fantasy,Head (1968)
fantasy,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
fantasy,Dodes'ka-den (Clickety-Clack) (1970)
fantasy,Gamera vs. Jiger (1970)
fantasy,On a Clear Day You Can See Forever (1970)
fantasy,"Topo, El (1970)"
fantasy,Dr. Phibes Rises Again (1972)
fantasy,"Holy Mountain, The (Montaña sagrada, La) (1973)"
fantasy,"Little Prince, The (1974)"
fantasy,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"
fantasy,Trilogy of Terror (1975)
fantasy,"Hobbit, The (1977)"
fantasy,Rock & Rule (1983)
fantasy,Twilight Zone: The Movie (1983)
fantasy,"Christmas Carol, A (1984)"
fantasy,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)"
fantasy,Barbarian Queen (1985)
fantasy,Ewoks: The Battle for Endor (1985)
fantasy,Mr. Vampire (Geung si sin sang) (1985)
fantasy,G.I. Joe: The Movie (1987)
fantasy,Prince of Darkness (1987)
fantasy,"Chinese Ghost Story, A (Sinnui yauwan) (1987)"
fantasy,Moonwalker (1988)
fantasy,Alice (Neco z Alenky) (1988)
fantasy,Tales from the Gimli Hospital (1988)
fantasy,Kiki's Delivery Service (Majo no takkyûbin) (1989)
fantasy,Ghost Dad (1990)
fantasy,It (1990)
fantasy,Begotten (1990)
fantasy,Life On A String (Bian chang Bian Zou) (1991)
fantasy,Mannequin 2: On the Move (1991)
fantasy,Prospero's Books (1991)
fantasy,Barbarian Queen II: The Empress Strikes Back (1990)
fantasy,Captain America (1990)
fantasy,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
fantasy,"Bride with White Hair, The (Bai fa mo nu zhuan) (1993)"
fantasy,"Stand, The (1994)"
fantasy,Pumpkinhead II: Blood Wings (1994)
fantasy,"Langoliers, The (1995)"
fantasy,Jack Frost (1997)
fantasy,Sgt. Kabukiman N.Y.P.D. (1991)
fantasy,Snow White: A Tale of Terror (1997)
fantasy,Photographing Fairies (1997)
fantasy,Beowulf (1999)
fantasy,Sophie's World (Sofies verden) (1999)
fantasy,Merlin (1998)
fantasy,Addams Family Reunion (1998)
fantasy,Purgatory (1999)
fantasy,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
fantasy,"Batman/Superman Movie, The (1998)"
fantasy,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
fantasy,Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
fantasy,"Prophecy 3: The Ascent, The (2000)"
fantasy,Picking Up the Pieces (2000)
fantasy,"Trumpet of the Swan, The (2001)"
fantasy,"10th Kingdom, The (2000)"
fantasy,2046 (2004)
fantasy,"Nine Lives of Tomas Katz, The (2000)"
fantasy,Monday (2000)
